idx,text,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
1118,i am still feeling a bit dull from the loss of sleep and am trying to sleep in each morning as possible,0,1,22,94.5,17.46,20.79,1,22,13.64,100,77.27,59.09,4.55,4.55,4.55,0,0,0,0,0,13.64,9.09,0,22.73,9.09,4.55,9.09,0,13.64,9.09,4.55,4.55,0,4.55,0,13.64,0,13.64,4.55,0,4.55,4.55,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,4.55,9.09,0,0,4.55,0,0,4.55,4.55,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,i would feel so i don t know maybe a little resentful,3,1,12,2.87,1,89.39,1,12,8.33,83.33,83.33,50,16.67,16.67,16.67,0,0,0,0,0,8.33,8.33,0,0,8.33,16.67,8.33,0,25,16.67,8.33,0,0,0,0,33.33,0,33.33,16.67,0,8.33,8.33,0,0,0,8.33,0,8.33,8.33,0,8.33,0,8.33,0,0,8.33,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,i first started using this i did not like it because i felt like it made my hair feel very dirty even though i had just washed my hair,0,1,29,1,1,99,1.05,29,6.9,100,93.1,68.97,31.03,20.69,20.69,0,0,0,0,10.34,13.79,0,3.45,6.9,6.9,13.79,6.9,3.45,27.59,6.9,3.45,0,0,0,0,24.14,0,24.14,6.9,10.34,0,0,0,6.9,0,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,6.9,0,0,0,0,0,6.9,3.45,20.69,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,i look at their situation and feel so so jealous that i almost cant bear it,3,1,16,1,1,54.55,1,16,12.5,93.75,87.5,68.75,31.25,18.75,12.5,0,0,0,6.25,12.5,12.5,0,0,6.25,6.25,18.75,18.75,6.25,18.75,6.25,0,6.25,0,0,6.25,25,0,25,6.25,0,6.25,6.25,0,6.25,0,6.25,0,6.25,6.25,0,6.25,0,6.25,0,0,12.5,6.25,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,12.5,12.5,6.25,0,0,6.25,0,6.25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,i am feeling triumphant today,1,1,5,3.8,1,99,99,5,40,100,40,40,20,20,20,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,20,0,20,20,20,0,20,20,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,i feel like the writer wants me to think so and proclaiming he no longer liked pulsars is a petty and hilarious bit of character,2,1,25,51.7,19.67,13.33,81.12,25,16,92,80,52,12,12,8,0,0,4,0,0,12,8,0,12,4,4,12,4,20,8,8,0,0,0,0,16,4,12,8,0,4,0,0,0,0,12,8,4,4,4,0,0,0,0,0,16,8,0,0,0,4,4,8,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,8,0,0,4,0,0,4,0,4,12,4,0,0,0,0,0,0,0,0,0,0,0,0
1124,im feeling sentimental or in need of reassurance,0,1,8,62.1,1,99,99,8,37.5,100,62.5,50,12.5,12.5,12.5,0,0,0,0,0,0,0,0,25,12.5,0,12.5,0,12.5,0,0,0,0,0,0,37.5,0,37.5,12.5,0,0,12.5,0,12.5,0,25,12.5,0,12.5,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,37.5,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,ive ever read that explains why i feel this way all the time and reassures me that im not just defective somehow,0,1,22,1,1,99,86.79,22,18.18,95.45,81.82,68.18,31.82,18.18,18.18,0,0,0,0,13.64,22.73,4.55,0,0,9.09,18.18,4.55,4.55,22.73,0,4.55,0,0,0,0,31.82,9.09,22.73,9.09,4.55,0,4.55,0,4.55,0,4.55,4.55,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,4.55,0,0,4.55,4.55,4.55,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,i come in contact on a regular basis and the sooner i can figure out how to be kind to them in all situations the sooner they will feel valued appreciated loved and the desire to learn how to pass that kindness on to others as i am learning to do,1,1,51,86.58,20,99,95.42,51,11.76,94.12,78.43,64.71,13.73,9.8,5.88,0,0,0,3.92,3.92,11.76,7.84,0,23.53,9.8,3.92,5.88,0,17.65,5.88,1.96,0,0,0,0,27.45,1.96,25.49,15.69,5.88,3.92,0,0,1.96,0,7.84,5.88,0,5.88,3.92,0,0,0,0,0,13.73,9.8,3.92,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,7.84,9.8,0,3.92,5.88,0,0,1.96,3.92,1.96,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0
1127,i tried adding in any other type of cheese and we re talking small quantities i was right back to feeling shitty,0,1,22,71.44,5.27,95.15,20.23,22,13.64,90.91,72.73,45.45,13.64,13.64,9.09,4.55,0,0,0,0,9.09,0,0,13.64,4.55,0,4.55,0,18.18,13.64,13.64,9.09,4.55,4.55,0,13.64,0,13.64,4.55,0,0,4.55,0,4.55,0,4.55,0,0,0,0,0,0,0,0,4.55,9.09,4.55,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,9.09,13.64,0,0,9.09,0,0,4.55,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,i seem to share an equal passion for long distance touring and harley davidsons so i feel sure wed bore to tears every person within earshot,1,1,26,89.52,7.93,98.89,20.23,26,19.23,69.23,57.69,38.46,7.69,7.69,7.69,0,0,0,0,0,7.69,3.85,0,15.38,0,3.85,7.69,0,7.69,7.69,11.54,3.85,3.85,0,0,15.38,3.85,11.54,7.69,0,0,3.85,0,3.85,0,0,0,0,0,0,0,0,0,0,0,7.69,3.85,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,15.38,0,0,11.54,0,0,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,i don t know if it s mostly because he s forcing himself to be distracted or if he s feeling more determined or what but i think that though he s still hurting he is learning to cope with it kame takes a breath,1,1,45,2.63,10.48,63.35,3.72,45,17.78,82.22,66.67,60,24.44,15.56,4.44,0,0,11.11,0,8.89,6.67,2.22,0,6.67,4.44,6.67,15.56,0,11.11,2.22,2.22,0,0,0,0,31.11,0,31.11,13.33,2.22,0,11.11,0,13.33,0,2.22,0,2.22,2.22,0,2.22,0,0,0,0,13.33,2.22,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,6.67,2.22,0,0,2.22,0,0,0,0,0,0,2.22,0,0,0,0,0,0,4.44,6.67,2.22,0,0,0,0,4.44,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,i help my daughter when she is feeling angry,3,1,9,1,40.06,99,20.23,9,22.22,100,66.67,55.56,33.33,33.33,22.22,0,0,11.11,0,0,11.11,0,0,0,11.11,11.11,11.11,0,11.11,11.11,0,22.22,22.22,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,22.22,11.11,11.11,11.11,0,11.11,0,11.11,0,0,33.33,11.11,11.11,0,0,0,0,22.22,11.11,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,i feel terrible when i hurt peoples feelings worse afterwards and i always hope never to do it again,0,1,19,1,1,99,1,19,21.05,100,84.21,63.16,21.05,15.79,15.79,0,0,0,0,5.26,0,0,0,5.26,5.26,26.32,10.53,5.26,15.79,10.53,0,0,0,0,0,26.32,10.53,15.79,10.53,0,5.26,5.26,0,0,0,21.05,5.26,15.79,15.79,5.26,10.53,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,5.26,15.79,0,0,0,0,0,15.79,26.32,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0
1132,i feel a little glamorous i wet the brush,1,1,9,89.52,1,99,99,9,11.11,88.89,77.78,44.44,22.22,22.22,22.22,0,0,0,0,0,22.22,22.22,0,0,0,0,0,0,11.11,22.22,11.11,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,0,0,0,0,22.22,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,i just feel you so so dont be afraid and pray again i need you go back in time forgive my sins so so sloth,4,1,25,1,40.06,99,1,25,4,96,80,60,20,20,12,0,8,0,0,0,4,0,0,4,8,24,20,4,24,4,0,4,4,0,0,8,0,8,4,0,4,0,0,0,0,12,4,8,4,0,4,4,0,0,0,20,12,4,0,0,8,4,8,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,16,0,4,12,0,0,4,4,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0
1134,i grew up feeling ugly and inadequate,0,1,7,56.86,1,99,1,7,28.57,100,71.43,42.86,14.29,14.29,14.29,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,14.29,14.29,0,0,0,0,0,28.57,0,28.57,14.29,0,14.29,0,0,0,0,28.57,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,42.86,0,0,28.57,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,i feel such a sense of accomplishment after being embarrassed by these clothes and prepared to either donate them to a charity or throw them out,0,1,26,83.25,20.31,98.89,20.23,26,19.23,100,73.08,65.38,15.38,11.54,3.85,0,0,0,7.69,3.85,19.23,7.69,0,23.08,3.85,0,15.38,0,11.54,3.85,0,7.69,3.85,3.85,0,23.08,0,23.08,7.69,0,0,3.85,0,7.69,0,7.69,3.85,3.85,3.85,0,3.85,0,0,0,0,19.23,11.54,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,11.54,0,0,3.85,7.69,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,15.38,0,3.85,3.85,0,0,7.69,3.85,0,3.85,7.69,0,0,0,0,0,0,0,0,0,0,0,0
1136,i don t think we re to that point yet and i foresee a lot of traffic between my bed and the crib until he is old enough to no longer feel that i am the only acceptable answer in the dark,1,1,42,56.86,16.63,97.09,20.23,42,9.52,85.71,76.19,64.29,19.05,14.29,9.52,2.38,0,2.38,0,4.76,23.81,9.52,0,14.29,4.76,4.76,7.14,2.38,9.52,9.52,11.9,2.38,2.38,0,0,19.05,7.14,11.9,9.52,0,2.38,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,2.38,0,0,0,0,2.38,4.76,0,0,0,2.38,0,0,0,0,2.38,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,4.76,11.9,0,0,7.14,2.38,0,2.38,7.14,0,7.14,2.38,0,0,0,0,0,0,0,0,0,0,0,0
1137,i know that i feel awful when i ask my husband to watch audrey just long enough for me to take a shower,0,1,23,34.72,1,99,1,23,4.35,95.65,86.96,56.52,26.09,21.74,21.74,0,0,0,0,4.35,17.39,4.35,0,13.04,0,8.7,4.35,0,21.74,13.04,8.7,4.35,4.35,0,0,8.7,0,8.7,8.7,0,0,0,0,0,0,4.35,0,4.35,4.35,0,4.35,0,0,0,0,8.7,4.35,0,0,0,0,4.35,4.35,4.35,0,0,4.35,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,4.35,0,0,0,0,17.39,13.04,4.35,0,4.35,4.35,0,4.35,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,i hate myself to feel so bothered by the word team the word badminton,3,1,14,89.52,9.23,72.58,1,14,14.29,92.86,64.29,50,14.29,14.29,14.29,0,0,0,0,0,14.29,14.29,0,14.29,0,7.14,7.14,0,14.29,0,0,7.14,7.14,0,0,7.14,0,7.14,7.14,0,0,0,0,0,0,7.14,0,7.14,7.14,0,7.14,0,7.14,0,0,28.57,28.57,7.14,0,0,0,14.29,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,i could empathize with tab because of raging hormones and the connection feeling like someone else gets you thinks youre smart pretty worth attention,1,1,24,26.1,94.84,39.59,20.23,24,29.17,95.83,66.67,54.17,16.67,12.5,4.17,0,8.33,0,0,4.17,4.17,4.17,0,12.5,8.33,8.33,8.33,0,16.67,12.5,0,4.17,4.17,0,0,29.17,0,29.17,8.33,4.17,4.17,8.33,0,4.17,0,12.5,4.17,4.17,8.33,0,4.17,0,4.17,0,0,20.83,4.17,4.17,0,0,0,0,12.5,0,0,0,0,0,0,0,0,4.17,0,0,0,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,8.33,12.5,4.17,0,4.17,0,0,4.17,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,i feel so totally invigorated that i completely forget what it s like to have a cold,1,1,17,3.11,2.18,46.57,95.42,17,17.65,94.12,88.24,70.59,29.41,11.76,11.76,0,0,0,0,17.65,11.76,5.88,0,11.76,5.88,17.65,5.88,0,17.65,5.88,0,0,0,0,0,23.53,0,23.53,5.88,0,0,0,11.76,0,5.88,5.88,5.88,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,11.76,0,0,0,0,0,11.76,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,i wont give you too much in case you feel greedy,3,1,11,1.5,99,95.15,1,11,0,90.91,81.82,63.64,27.27,27.27,9.09,0,18.18,0,0,0,9.09,0,0,9.09,9.09,9.09,0,9.09,27.27,0,18.18,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,27.27,0,27.27,0,0,0,0,0,0,0,36.36,18.18,0,0,0,9.09,0,18.18,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,18.18,0,0,9.09,0,0,9.09,0,0,18.18,9.09,0,0,0,0,0,0,0,0,0,0,0,0
1142,i tell you that i love you and my feelings are sincere my dear,1,1,14,1,40.06,99,99,14,14.29,100,85.71,64.29,50,42.86,28.57,0,14.29,0,0,7.14,21.43,0,0,0,7.14,0,7.14,0,14.29,14.29,0,7.14,7.14,0,0,7.14,0,7.14,7.14,0,0,0,0,0,0,21.43,21.43,0,7.14,7.14,0,0,0,0,0,42.86,21.43,7.14,0,0,7.14,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,i feel the pain in my vein its oh so vain am i insane,0,1,14,7.34,1,99,1,14,0,100,85.71,57.14,28.57,21.43,21.43,0,0,0,0,7.14,21.43,7.14,0,7.14,7.14,7.14,7.14,0,14.29,14.29,0,0,0,0,0,7.14,0,7.14,7.14,0,0,0,0,0,0,14.29,0,14.29,7.14,0,7.14,0,0,0,0,7.14,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,21.43,0,0,7.14,0,0,14.29,0,0,14.29,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0
1144,i feel that i worry too much and much on petty things like,3,1,13,14.06,1,81.58,1,13,0,100,100,76.92,30.77,15.38,15.38,0,0,0,0,15.38,23.08,0,0,15.38,0,7.69,7.69,0,15.38,15.38,23.08,0,0,0,0,15.38,0,15.38,7.69,0,0,0,0,0,0,30.77,0,30.77,7.69,0,7.69,7.69,0,0,0,7.69,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,7.69,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,i wanted to thank them all for giving jordan and myself the chance to be together without any distraction and making us feel so welcomed and loved,1,1,27,33.38,40.06,10.18,99,27,14.81,96.3,77.78,59.26,14.81,14.81,7.41,3.7,0,0,3.7,0,11.11,3.7,0,14.81,3.7,7.41,14.81,0,22.22,0,3.7,11.11,11.11,0,0,25.93,3.7,22.22,3.7,3.7,3.7,7.41,0,3.7,0,11.11,11.11,0,3.7,3.7,0,0,0,0,0,18.52,11.11,3.7,7.41,0,0,3.7,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,3.7,7.41,3.7,0,0,0,0,3.7,0,7.41,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,i feel affirmed gracious sensuous and will have less self doubt when a href http generations,2,1,16,13.27,40.06,89.39,96.74,16,25,81.25,56.25,43.75,6.25,6.25,6.25,0,0,0,0,0,12.5,6.25,0,0,12.5,6.25,12.5,0,18.75,12.5,6.25,0,0,0,0,12.5,0,12.5,6.25,0,0,6.25,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,12.5,6.25,6.25,6.25,0,0,0,6.25,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,0,0,0,6.25,12.5,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0
1147,i have spent of my waking hours enjoying the freedom of not owning a cellphone feeling smug about it in situations in which a phone would have been awfully convenient and fielding incredulous questions,1,1,34,64.21,1,83.69,20.23,34,29.41,91.18,64.71,55.88,11.76,5.88,5.88,0,0,0,0,5.88,11.76,8.82,0,14.71,11.76,5.88,2.94,2.94,14.71,2.94,2.94,2.94,0,0,2.94,17.65,0,17.65,5.88,0,2.94,2.94,0,5.88,0,11.76,5.88,5.88,5.88,2.94,2.94,0,0,0,0,5.88,5.88,0,0,0,2.94,2.94,0,0,0,0,0,5.88,0,0,5.88,2.94,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,8.82,0,0,5.88,0,0,2.94,2.94,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,i don t like feeling like an eager schoolboy waiting around for hours just to touch the shining alumninium,1,1,19,99,40.06,93.14,92.27,19,26.32,84.21,63.16,47.37,5.26,5.26,5.26,0,0,0,0,0,10.53,10.53,0,26.32,0,10.53,0,0,5.26,5.26,5.26,0,0,0,0,5.26,0,5.26,5.26,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,10.53,21.05,0,0,5.26,5.26,0,10.53,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,i feel so greedy so needy so helpless,3,1,8,1,1.71,89.39,1,8,12.5,100,87.5,50,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,37.5,37.5,0,12.5,25,0,12.5,0,0,12.5,12.5,0,12.5,12.5,0,0,0,0,0,0,37.5,0,37.5,12.5,0,12.5,0,0,0,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,when i heard the last regulation of the socialist govrenment concerning pensions,0,1,12,97.04,6.61,89.39,20.23,12,41.67,91.67,58.33,50,8.33,8.33,8.33,0,0,0,0,0,16.67,16.67,0,16.67,0,8.33,8.33,0,8.33,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,16.67,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,i feel so awful she said,0,1,6,1,40.06,39.59,1,6,0,100,100,50,33.33,33.33,16.67,0,0,16.67,0,0,0,0,0,0,0,16.67,16.67,0,33.33,16.67,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,16.67,0,16.67,16.67,0,16.67,0,0,0,0,33.33,16.67,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,i have finally cast my studio show and it feels fab,1,1,11,1,1,99,20.23,11,9.09,81.82,63.64,54.55,27.27,18.18,18.18,0,0,0,0,9.09,9.09,0,0,0,9.09,9.09,9.09,0,18.18,0,0,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,18.18,0,0,0,9.09,0,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,i feel extremely gloomy and confused,0,1,6,1,1,99,1,6,33.33,100,83.33,50,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,16.67,0,0,0,0,0,50,0,50,16.67,0,0,16.67,16.67,0,0,33.33,0,33.33,33.33,0,33.33,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,i feel that passionate about,1,1,5,3.8,1,99,99,5,20,100,100,60,40,20,20,0,0,0,0,20,20,0,0,20,0,20,0,0,20,20,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,i feel worthless and pointless and i feel like everyones third wheel not even second,0,1,15,3.8,1,99,1,15,20,100,86.67,66.67,20,13.33,13.33,0,0,0,0,6.67,13.33,0,13.33,6.67,0,6.67,13.33,6.67,13.33,13.33,13.33,0,0,0,0,33.33,6.67,26.67,20,0,0,0,0,6.67,0,20,0,20,13.33,0,13.33,0,0,13.33,0,6.67,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,13.33,0,6.67,0,0,0,6.67,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,i felt this emotion when my name was announced on the radio that i had been selected to come to lilongwe school for health sciences to take a training course as a medical assistat,1,1,34,79.1,12.77,83.69,20.23,34,23.53,88.24,64.71,52.94,14.71,8.82,8.82,0,0,0,0,5.88,17.65,8.82,0,17.65,8.82,2.94,5.88,0,20.59,0,0,0,0,0,0,5.88,0,5.88,5.88,0,0,0,0,0,0,2.94,0,0,2.94,0,0,0,0,0,0,5.88,2.94,2.94,0,0,0,0,2.94,0,0,0,0,0,0,0,0,8.82,0,0,8.82,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,2.94,8.82,5.88,0,2.94,2.94,0,0,2.94,2.94,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,i was feeling superior to women who left their alcoholic husbands i was stronger and more godly and wasnt ever going to do that,1,1,24,1.39,40.06,89.39,99,24,20.83,100,75,62.5,20.83,16.67,8.33,0,0,0,4.17,4.17,12.5,0,0,8.33,16.67,4.17,8.33,4.17,25,12.5,4.17,16.67,4.17,0,12.5,12.5,4.17,8.33,4.17,0,0,0,0,4.17,0,8.33,8.33,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,4.17,0,4.17,4.17,0,0,0,0,4.17,0,0,0,0,4.17,4.17,4.17,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,4.17,0,0,4.17,4.17,12.5,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0
